#	L	g	lambda	kappa	h	time	p	tm	magx	magy	magz	deco	measure	err_magx	err_magy	err_magz	err_deco	
6.000000000000000000e+00 1.033333333329985226e+00 1.666666666669983921e-01 3.475092791280064153e-02 6.950185582550004113e-03 2.000000000000000000e+00 4.999999999999911633e-03 9.999999999999823266e-03 3.957781251372316511e-01 -3.094314644359919680e-02 7.322553035801178112e-01 1.596069547831950597e-02 1.207000000000000000e+03 1.368466198316137944e-02 5.472985076518478709e-03 3.165466256368544042e-03 6.380311245442685112e-04
6.000000000000000000e+00 1.033333333329985226e+00 1.666666666669983921e-01 3.475092791280064153e-02 6.950185582550004113e-03 2.050000000000004707e+00 4.999999999999911633e-03 9.999999999999823266e-03 3.949264329507028437e-01 -3.298599474412622357e-02 7.304537228958430939e-01 1.578531427358726563e-02 1.207000000000000000e+03 1.373876917039727232e-02 5.596772350831284888e-03 3.176426114214149412e-03 6.297524142288302975e-04
6.000000000000000000e+00 1.033333333329985226e+00 1.666666666669983921e-01 3.475092791280064153e-02 6.950185582550004113e-03 2.099999999999952571e+00 4.999999999999911633e-03 9.999999999999823266e-03 3.951218649517829751e-01 -3.503967300952098157e-02 7.283692200188189858e-01 1.574595574644949841e-02 1.207000000000000000e+03 1.376800476552398483e-02 5.725124185944752489e-03 3.189557579335834062e-03 6.286577457155642992e-04
6.000000000000000000e+00 1.033333333329985226e+00 1.666666666669983921e-01 3.475092791280064153e-02 6.950185582550004113e-03 2.150000000000048761e+00 4.999999999999911633e-03 9.999999999999823266e-03 3.948730207856569474e-01 -3.673781685784606454e-02 7.269234880492900785e-01 1.561211396512167567e-02 1.207000000000000000e+03 1.379365232989202168e-02 5.831135592139259811e-03 3.204386232985352839e-03 6.230552722574970006e-04
6.000000000000000000e+00 1.033333333329985226e+00 1.666666666669983921e-01 3.475092791280064153e-02 6.950185582550004113e-03 2.199999999999983302e+00 4.999999999999911633e-03 9.999999999999823266e-03 3.938549790079752810e-01 -3.919567012327727223e-02 7.250728207820905657e-01 1.568739751514611896e-02 1.207000000000000000e+03 1.383534169335623454e-02 5.948439199633627147e-03 3.216623439004755777e-03 6.215385942328329003e-04
6.000000000000000000e+00 1.033333333329985226e+00 1.666666666669983921e-01 3.475092791280064153e-02 6.950185582550004113e-03 2.250000000000000000e+00 4.999999999999911633e-03 9.999999999999823266e-03 3.925921644483535422e-01 -4.153286982539580730e-02 7.234641065794543691e-01 1.555513530918831849e-02 1.207000000000000000e+03 1.388537984016136560e-02 6.060443719562928766e-03 3.229677638335482805e-03 6.056602043765683474e-04
6.000000000000000000e+00 1.033333333329985226e+00 1.666666666669983921e-01 3.475092791280064153e-02 6.950185582550004113e-03 2.300000000000024247e+00 4.999999999999911633e-03 9.999999999999823266e-03 3.923287965100692443e-01 -4.374357641719370249e-02 7.208090253472160258e-01 1.578248074243830679e-02 1.207000000000000000e+03 1.392797594663604949e-02 6.182463924424381682e-03 3.250782200370646961e-03 6.315080304000759287e-04
6.000000000000000000e+00 1.033333333329985226e+00 1.666666666669983921e-01 3.475092791280064153e-02 6.950185582550004113e-03 2.349999999999947686e+00 4.999999999999911633e-03 9.999999999999823266e-03 3.924302833658238621e-01 -4.635477425423166487e-02 7.183602767124784849e-01 1.598868861815396641e-02 1.207000000000000000e+03 1.396180455977079175e-02 6.285745332817304666e-03 3.263979691646943463e-03 6.365184777439837844e-04
6.000000000000000000e+00 1.033333333329985226e+00 1.666666666669983921e-01 3.475092791280064153e-02 6.950185582550004113e-03 2.400000000000052758e+00 4.999999999999911633e-03 9.999999999999823266e-03 3.920360364558899691e-01 -4.801509227951124281e-02 7.161780088834666103e-01 1.613706069654284939e-02 1.207000000000000000e+03 1.398944861267809557e-02 6.397315932511987539e-03 3.307574561996387552e-03 6.176170935513889586e-04
6.000000000000000000e+00 1.033333333329985226e+00 1.666666666669983921e-01 3.475092791280064153e-02 6.950185582550004113e-03 2.449999999999965983e+00 4.999999999999911633e-03 9.999999999999823266e-03 3.921574089632071103e-01 -4.967288474170660634e-02 7.136702135563001148e-01 1.630166307986473731e-02 1.207000000000000000e+03 1.403173641737653563e-02 6.486915830765433225e-03 3.329520221987782198e-03 6.189061947760351578e-04
6.000000000000000000e+00 1.033333333329985226e+00 1.666666666669983921e-01 3.475092791280064153e-02 6.950185582550004113e-03 2.500000000000000000e+00 4.999999999999911633e-03 9.999999999999823266e-03 3.915650536330095854e-01 -5.277698785269425291e-02 7.114748308656315690e-01 1.644527329145492253e-02 1.207000000000000000e+03 1.408262648217611587e-02 6.562557230532636496e-03 3.338148120492350455e-03 6.147172275909711103e-04
6.000000000000000000e+00 1.033333333329985226e+00 1.666666666669983921e-01 3.475092791280064153e-02 6.950185582550004113e-03 2.550000000000039346e+00 4.999999999999911633e-03 9.999999999999823266e-03 3.909521660786082764e-01 -5.514046009828997563e-02 7.094254623847779939e-01 1.659412172565292651e-02 1.207000000000000000e+03 1.413316740993950278e-02 6.621699292728969524e-03 3.359966342875240174e-03 6.140212351117751771e-04
6.000000000000000000e+00 1.033333333329985226e+00 1.666666666669983921e-01 3.475092791280064153e-02 6.950185582550004113e-03 2.599999999999944134e+00 4.999999999999911633e-03 9.999999999999823266e-03 3.900854684977163589e-01 -5.753342117891006857e-02 7.068469258750411655e-01 1.681204367461438393e-02 1.207000000000000000e+03 1.418810479286280492e-02 6.721916669842025252e-03 3.376118604882010800e-03 6.320835544049556182e-04
6.000000000000000000e+00 1.033333333329985226e+00 1.666666666669983921e-01 3.475092791280064153e-02 6.950185582550004113e-03 2.650000000000056755e+00 4.999999999999911633e-03 9.999999999999823266e-03 3.898260330471878254e-01 -5.957049693063672102e-02 7.040416862000387077e-01 1.691227093058214268e-02 1.207000000000000000e+03 1.422980908846736489e-02 6.824712163857308937e-03 3.450148440214837776e-03 6.352235991926609556e-04
6.000000000000000000e+00 1.033333333329985226e+00 1.666666666669983921e-01 3.475092791280064153e-02 6.950185582550004113e-03 2.699999999999952660e+00 4.999999999999911633e-03 9.999999999999823266e-03 3.888915382946568355e-01 -6.194100610173861737e-02 7.020780498129490788e-01 1.709100794548757893e-02 1.207000000000000000e+03 1.427637524374854305e-02 6.887793797842241619e-03 3.473725391639505104e-03 6.457801794474908163e-04
6.000000000000000000e+00 1.033333333329985226e+00 1.666666666669983921e-01 3.475092791280064153e-02 6.950185582550004113e-03 2.750000000000000000e+00 4.999999999999911633e-03 9.999999999999823266e-03 3.888916127833654812e-01 -6.429094974222759884e-02 6.994817184844553948e-01 1.719213419090770412e-02 1.207000000000000000e+03 1.431911958721300560e-02 6.978285549399849269e-03 3.491585718582719544e-03 6.539368404466568575e-04
6.000000000000000000e+00 1.033333333329985226e+00 1.666666666669983921e-01 3.475092791280064153e-02 6.950185582550004113e-03 2.800000000000052225e+00 4.999999999999911633e-03 9.999999999999823266e-03 3.880664776850216713e-01 -6.693542187787751563e-02 6.969797175441097004e-01 1.718607530322475638e-02 1.207000000000000000e+03 1.437253818862539376e-02 7.076918936996992766e-03 3.524288155144202593e-03 6.610186730934489033e-04
6.000000000000000000e+00 1.033333333329985226e+00 1.666666666669983921e-01 3.475092791280064153e-02 6.950185582550004113e-03 2.849999999999941025e+00 4.999999999999911633e-03 9.999999999999823266e-03 3.873783977605786411e-01 -6.889530257956333337e-02 6.951530708784510182e-01 1.719080077456301356e-02 1.207000000000000000e+03 1.440637739673983515e-02 7.161927916963634587e-03 3.543560352910421225e-03 6.448449501662158840e-04
6.000000000000000000e+00 1.033333333329985226e+00 1.666666666669983921e-01 3.475092791280064153e-02 6.950185582550004113e-03 2.900000000000059863e+00 4.999999999999911633e-03 9.999999999999823266e-03 3.872915924562108092e-01 -7.082502017296908592e-02 6.930044197657330152e-01 1.748714122812859012e-02 1.207000000000000000e+03 1.443344865110581313e-02 7.222519438598452857e-03 3.566083444242528454e-03 6.565689235373120070e-04
6.000000000000000000e+00 1.033333333329985226e+00 1.666666666669983921e-01 3.475092791280064153e-02 6.950185582550004113e-03 2.949999999999941114e+00 4.999999999999911633e-03 9.999999999999823266e-03 3.866549663455495223e-01 -7.314011279083521000e-02 6.903416497893417603e-01 1.749781519216520032e-02 1.207000000000000000e+03 1.449399942138708541e-02 7.306329500265676402e-03 3.593593302166157508e-03 6.389455511269468433e-04
6.000000000000000000e+00 1.033333333329985226e+00 1.666666666669983921e-01 3.475092791280064153e-02 6.950185582550004113e-03 3.000000000000000000e+00 4.999999999999911633e-03 9.999999999999823266e-03 3.857799331613747107e-01 -7.564155618047004037e-02 6.890077461076763443e-01 1.758583043510637128e-02 1.207000000000000000e+03 1.451815619813253896e-02 7.354106875638836624e-03 3.625302133270438907e-03 6.276536841572469575e-04
6.000000000000000000e+00 1.033333333329985226e+00 1.666666666669983921e-01 3.475092791280064153e-02 6.950185582550004113e-03 3.050000000000062883e+00 4.999999999999911633e-03 9.999999999999823266e-03 3.859260350701567699e-01 -7.765471561003478573e-02 6.867333699603557218e-01 1.776393888319625219e-02 1.207000000000000000e+03 1.455328879052231704e-02 7.395709198633844059e-03 3.668235676491700056e-03 6.306162790337413926e-04
6.000000000000000000e+00 1.033333333329985226e+00 1.666666666669983921e-01 3.475092791280064153e-02 6.950185582550004113e-03 3.099999999999938360e+00 4.999999999999911633e-03 9.999999999999823266e-03 3.863050033766928237e-01 -7.912054720134033270e-02 6.851282830755225373e-01 1.792763882917371501e-02 1.207000000000000000e+03 1.456270338354498373e-02 7.436900631270840049e-03 3.700145607876657600e-03 6.337838554985053292e-04
6.000000000000000000e+00 1.033333333329985226e+00 1.666666666669983921e-01 3.475092791280064153e-02 6.950185582550004113e-03 3.150000000000062084e+00 4.999999999999911633e-03 9.999999999999823266e-03 3.858004673389393568e-01 -8.156363095547003450e-02 6.831728729320339921e-01 1.792122113534817471e-02 1.207000000000000000e+03 1.459292507688860624e-02 7.500642180713274279e-03 3.752688675559427093e-03 6.329114331436920277e-04
