#	L	g	lambda	kappa	h	time	p	tm	magx	magy	magz	magChain	suscChain	deco	measure	err_magx	err_magy	err_magz	err_deco	err_magChain	err_suscChain	
6.000000000000000000e+00 1.000000000000000000e+00 1.666666666669829600e-01 3.475092791279720678e-02 3.475092791279720678e-02 5.000000000000000000e-01 2.777777777780211788e-02 1.000000000000158817e-01 8.516279779899661451e-01 -4.902981279113750824e-04 5.040277542513120768e-01 7.307426372303895690e-01 4.267977651886234902e+00 7.589371897993899864e-03 1.000000000000000000e+04 5.333884296300508109e-04 1.550253206413293114e-04 4.921398103762280891e-04 9.601895030580598540e-05 2.170530059059417455e-03 7.401896381338207362e-03
6.000000000000000000e+00 1.000000000000000000e+00 1.666666666669829600e-01 3.475092791279720678e-02 3.475092791279720678e-02 5.500000000001021849e-01 2.777777777780211788e-02 1.000000000000158817e-01 8.514434588095225465e-01 -7.028051679696452770e-04 5.041733184222633168e-01 7.251038116355870145e-01 4.231881927986187009e+00 7.176219593219377441e-03 1.000000000000000000e+04 5.795023614104536161e-04 1.770149293721642923e-04 5.319253425996950738e-04 9.979220040651177537e-05 2.346771746083667169e-03 8.181073827856601491e-03
6.000000000000000000e+00 1.000000000000000000e+00 1.666666666669829600e-01 3.475092791279720678e-02 3.475092791279720678e-02 6.000000000000716982e-01 2.777777777780211788e-02 1.000000000000158817e-01 8.514365539274229011e-01 -9.624924014436064519e-04 5.041324404974689699e-01 7.200655024328084242e-01 4.198779447970554912e+00 7.156329786417062015e-03 1.000000000000000000e+04 5.808514961293843870e-04 1.985167901981518205e-04 5.315427244764238130e-04 9.958373349911405262e-05 2.341953058693768512e-03 8.075918504409178994e-03
6.000000000000000000e+00 1.000000000000000000e+00 1.666666666669829600e-01 3.475092791279720678e-02 3.475092791279720678e-02 6.499999999999058753e-01 2.777777777780211788e-02 1.000000000000158817e-01 8.515530917218860907e-01 -1.260165467057162633e-03 5.039726189402550238e-01 7.153362247779093686e-01 4.167957799426159404e+00 6.757535900444675697e-03 1.000000000000000000e+04 6.117507282429375135e-04 2.224965386964064442e-04 5.581729291121802130e-04 1.015022033254548258e-04 2.473287695356525193e-03 8.678047421202416192e-03
6.000000000000000000e+00 1.000000000000000000e+00 1.666666666669829600e-01 3.475092791279720678e-02 3.475092791279720678e-02 6.999999999998807176e-01 2.777777777780211788e-02 1.000000000000158817e-01 8.515411360298298371e-01 -1.618931964436642196e-03 5.039166267076878869e-01 7.093382515465143090e-01 4.131461115407432771e+00 6.735700144001230058e-03 1.000000000000000000e+04 6.134293599977996619e-04 2.450169308326375045e-04 5.575988013075260531e-04 1.012409122308350327e-04 2.470151910633628257e-03 8.562501981565169562e-03
6.000000000000000000e+00 1.000000000000000000e+00 1.666666666669829600e-01 3.475092791279720678e-02 3.475092791279720678e-02 7.500000000000000000e-01 2.777777777780211788e-02 1.000000000000158817e-01 8.512356778465888230e-01 -2.084580498290117441e-03 5.041221460721745373e-01 7.023551745310989691e-01 4.094420383924767926e+00 6.422937934684391607e-03 1.000000000000000000e+04 6.498359337672994594e-04 2.688202510576768360e-04 5.885398460439171184e-04 1.029791179266941983e-04 2.606673983385833591e-03 9.126489355111913615e-03
6.000000000000000000e+00 1.000000000000000000e+00 1.666666666669829600e-01 3.475092791279720678e-02 3.475092791279720678e-02 8.000000000001270539e-01 2.777777777780211788e-02 1.000000000000158817e-01 8.512163086498276687e-01 -2.575204749234521421e-03 5.040479940310675921e-01 6.955010407754033119e-01 4.056012826139590466e+00 6.401160976435764198e-03 1.000000000000000000e+04 6.518357227466967151e-04 2.924477749480217559e-04 5.877212516204932463e-04 1.026715434755560963e-04 2.604562699634835245e-03 8.997683431894994838e-03
6.000000000000000000e+00 1.000000000000000000e+00 1.666666666669829600e-01 3.475092791279720678e-02 3.475092791279720678e-02 8.500000000001575184e-01 2.777777777780211788e-02 1.000000000000158817e-01 8.511487807283362184e-01 -3.136761658665869305e-03 5.039606882457489112e-01 6.890209671263516356e-01 4.024301795866753295e+00 6.058677579516526940e-03 1.000000000000000000e+04 6.832114929699247300e-04 3.191178072844841080e-04 6.129426120881974020e-04 1.029668662483385798e-04 2.727878165412867418e-03 9.479119996671300438e-03
6.000000000000000000e+00 1.000000000000000000e+00 1.666666666669829600e-01 3.475092791279720678e-02 3.475092791279720678e-02 8.999999999998310463e-01 2.777777777780211788e-02 1.000000000000158817e-01 8.511200840178564375e-01 -3.762868139420026247e-03 5.038640705949763987e-01 6.814418512547404383e-01 3.985530992440283526e+00 6.039292834412784451e-03 1.000000000000000000e+04 6.855557778648373396e-04 3.435982943089551625e-04 6.118294988942044174e-04 1.026181856616707424e-04 2.727567043169345021e-03 9.334777157133393802e-03
6.000000000000000000e+00 1.000000000000000000e+00 1.666666666669829600e-01 3.475092791279720678e-02 3.475092791279720678e-02 9.499999999999894085e-01 2.777777777780211788e-02 1.000000000000158817e-01 8.511946222298220066e-01 -4.424747196389602205e-03 5.036971457226858684e-01 6.735721670862234722e-01 3.942174801471966195e+00 5.720114295371796567e-03 1.000000000000000000e+04 7.060622653503723480e-04 3.705415484866754049e-04 6.276841319249870915e-04 1.019311515964589073e-04 2.826808622164250773e-03 9.934421801939298524e-03
6.000000000000000000e+00 1.000000000000000000e+00 1.666666666669829600e-01 3.475092791279720678e-02 3.475092791279720678e-02 1.000000000000000000e+00 2.777777777780211788e-02 1.000000000000158817e-01 8.511545608611091884e-01 -5.203465174020137710e-03 5.035751021993354337e-01 6.653728722587830546e-01 3.903995715578053805e+00 5.706085448823354847e-03 1.000000000000000000e+04 7.087615632679210471e-04 3.955671201606863487e-04 6.262324652276602191e-04 1.015586128129022898e-04 2.827749084496322760e-03 9.773125697971217843e-03
6.000000000000000000e+00 1.000000000000000000e+00 1.666666666669829600e-01 3.475092791279720678e-02 3.475092791279720678e-02 1.049999999999940092e+00 2.777777777780211788e-02 1.000000000000158817e-01 8.514503973985471097e-01 -6.026295902596003236e-03 5.031379151675289263e-01 6.583652243034456841e-01 3.870264149074513327e+00 5.362975961196091330e-03 1.000000000000000000e+04 7.260463994578714511e-04 4.219723079898272770e-04 6.380645130124617571e-04 1.001153315039063563e-04 2.931548925449186868e-03 1.030122098012654398e-02
6.000000000000000000e+00 1.000000000000000000e+00 1.666666666669829600e-01 3.475092791279720678e-02 3.475092791279720678e-02 1.100000000000204370e+00 2.777777777780211788e-02 1.000000000000158817e-01 8.513963612151819182e-01 -6.956917663776508547e-03 5.029847460431366990e-01 6.495652561497862187e-01 3.832867339184026889e+00 5.357068725931800335e-03 1.000000000000000000e+04 7.291204404741073687e-04 4.478058835904521204e-04 6.362165401427917087e-04 9.972484267448457633e-05 2.934063268044476147e-03 1.011781567336208880e-02
6.000000000000000000e+00 1.000000000000000000e+00 1.666666666669829600e-01 3.475092791279720678e-02 3.475092791279720678e-02 1.149999999999788525e+00 2.777777777780211788e-02 1.000000000000158817e-01 8.515754555199573916e-01 -7.956837989236900319e-03 5.026038291118345436e-01 6.417806456612907828e-01 3.799449750599723341e+00 5.104825308484579362e-03 1.000000000000000000e+04 7.419924725022775591e-04 4.756144230025926602e-04 6.456970830698975129e-04 9.888628164624343835e-05 3.030637325626346287e-03 1.059315977942980151e-02
6.000000000000000000e+00 1.000000000000000000e+00 1.666666666669829600e-01 3.475092791279720678e-02 3.475092791279720678e-02 1.200000000000143396e+00 2.777777777780211788e-02 1.000000000000158817e-01 8.515046463392776932e-01 -9.052710781059097878e-03 5.024153313638384244e-01 6.325100484162130554e-01 3.763470071904420067e+00 5.109681937533363041e-03 1.000000000000000000e+04 7.454485199943900039e-04 5.020560960535722875e-04 6.435091520758978896e-04 9.849739932011429013e-05 3.033619914954035698e-03 1.038837209321001424e-02
6.000000000000000000e+00 1.000000000000000000e+00 1.666666666669829600e-01 3.475092791279720678e-02 3.475092791279720678e-02 1.250000000000000000e+00 2.777777777780211788e-02 1.000000000000158817e-01 8.516707849959482823e-01 -1.018014634361045882e-02 5.019942670389163641e-01 6.239997841513107435e-01 3.730314831134615261e+00 4.821685935275521126e-03 1.000000000000000000e+04 7.626701519123229049e-04 5.301125999343310642e-04 6.546802726125382698e-04 9.552258991916497447e-05 3.140663724072085845e-03 1.083169477444178609e-02
6.000000000000000000e+00 1.000000000000000000e+00 1.666666666669829600e-01 3.475092791279720678e-02 3.475092791279720678e-02 1.299999999999811751e+00 2.777777777780211788e-02 1.000000000000158817e-01 8.515807107911590457e-01 -1.145367260163976733e-02 5.017657799505643723e-01 6.143407726963192594e-01 3.695760105835637077e+00 4.840461213117643220e-03 1.000000000000000000e+04 7.664712095165790136e-04 5.571009987963424425e-04 6.520899262286170353e-04 9.516159123079899788e-05 3.143009245392730869e-03 1.060965054403754070e-02
6.000000000000000000e+00 1.000000000000000000e+00 1.666666666669829600e-01 3.475092791279720678e-02 3.475092791279720678e-02 1.350000000000233902e+00 2.777777777780211788e-02 1.000000000000158817e-01 8.515406476488486254e-01 -1.280392406290361065e-02 5.015264730087255485e-01 6.047285147142106299e-01 3.658722907558067394e+00 4.653521758974999908e-03 1.000000000000000000e+04 7.801079301447606286e-04 5.856218561344518885e-04 6.606748735913174327e-04 9.317450997519270326e-05 3.246044781853051498e-03 1.106680360409428680e-02
6.000000000000000000e+00 1.000000000000000000e+00 1.666666666669829600e-01 3.475092791279720678e-02 3.475092791279720678e-02 1.399999999999761435e+00 2.777777777780211788e-02 1.000000000000158817e-01 8.514279188959923417e-01 -1.426738944355868989e-02 5.012533066307721663e-01 5.948272740650403234e-01 3.626053239458969735e+00 4.688282455702857607e-03 1.000000000000000000e+04 7.842783066726346760e-04 6.131897264805743607e-04 6.577218915046990563e-04 9.286217889093522043e-05 3.246872890299839533e-03 1.082761263299303854e-02
6.000000000000000000e+00 1.000000000000000000e+00 1.666666666669829600e-01 3.475092791279720678e-02 3.475092791279720678e-02 1.450000000000244205e+00 2.777777777780211788e-02 1.000000000000158817e-01 8.514531873841220122e-01 -1.584209621444204741e-02 5.008477237263868620e-01 5.849336201147511405e-01 3.590779000219632699e+00 4.525488793890876035e-03 1.000000000000000000e+04 7.955352393328230833e-04 6.452767386297850139e-04 6.622674477497772711e-04 9.142917971619035633e-05 3.352915297359281444e-03 1.127265715911404328e-02
6.000000000000000000e+00 1.000000000000000000e+00 1.666666666669829600e-01 3.475092791279720678e-02 3.475092791279720678e-02 1.500000000000000000e+00 2.777777777780211788e-02 1.000000000000158817e-01 8.513143218290549763e-01 -1.750231434398425226e-02 5.005227908518066204e-01 5.748718767190488244e-01 3.560190655020507133e+00 4.578597330569514692e-03 1.000000000000000000e+04 8.001250804833876960e-04 6.735296950262465929e-04 6.588201241216966016e-04 9.118902004649320336e-05 3.352151398907283770e-03 1.102126851306716761e-02
6.000000000000000000e+00 1.000000000000000000e+00 1.666666666669829600e-01 3.475092791279720678e-02 3.475092791279720678e-02 1.549999999999724709e+00 2.777777777780211788e-02 1.000000000000158817e-01 8.510460254404051961e-01 -1.933441959140871913e-02 5.002609622663445332e-01 5.646407032499209944e-01 3.534619688932692849e+00 4.426187237891879636e-03 1.000000000000000000e+04 8.198559257201178336e-04 7.089038817486432694e-04 6.699236478081285404e-04 8.880221311396794138e-05 3.480471812781002830e-03 1.136543439607100997e-02
6.000000000000000000e+00 1.000000000000000000e+00 1.666666666669829600e-01 3.475092791279720678e-02 3.475092791279720678e-02 1.600000000000254108e+00 2.777777777780211788e-02 1.000000000000158817e-01 8.508772147253165219e-01 -2.119679649738682309e-02 4.998760972912642542e-01 5.545718513616801904e-01 3.506128091984687334e+00 4.499458679686453404e-03 1.000000000000000000e+04 8.248702790784169601e-04 7.379901657633999683e-04 6.659500871914746404e-04 8.867048093604701234e-05 3.476543395129678016e-03 1.110122172537590483e-02
6.000000000000000000e+00 1.000000000000000000e+00 1.666666666669829600e-01 3.475092791279720678e-02 3.475092791279720678e-02 1.649999999999755218e+00 2.777777777780211788e-02 1.000000000000158817e-01 8.506194723168984950e-01 -2.322008051271642892e-02 4.995339364657297443e-01 5.425474975075713635e-01 3.471744438214549255e+00 4.433617866318668652e-03 1.000000000000000000e+04 8.383929604333857947e-04 7.733872871036079778e-04 6.706262754629713479e-04 8.822129420143913806e-05 3.598234290287702364e-03 1.152141209138524136e-02
6.000000000000000000e+00 1.000000000000000000e+00 1.666666666669829600e-01 3.475092791279720678e-02 3.475092791279720678e-02 1.700000000000315037e+00 2.777777777780211788e-02 1.000000000000158817e-01 8.504173640999440620e-01 -2.530237018239519728e-02 4.990865466824969121e-01 5.325377911127089359e-01 3.445411519753027285e+00 4.528477581959199950e-03 1.000000000000000000e+04 8.438312860593574815e-04 8.031055075848672880e-04 6.661279499295234699e-04 8.823273045914655725e-05 3.591145781458927530e-03 1.124874644406237585e-02
6.000000000000000000e+00 1.000000000000000000e+00 1.666666666669829600e-01 3.475092791279720678e-02 3.475092791279720678e-02 1.750000000000000000e+00 2.777777777780211788e-02 1.000000000000158817e-01 8.503054987939087095e-01 -2.760073092311010959e-02 4.984761623458602853e-01 5.232320421000510313e-01 3.426735385343704365e+00 4.449574777439410135e-03 1.000000000000000000e+04 8.547248414848458448e-04 8.416279549166171990e-04 6.673894665656961286e-04 8.687312544213654324e-05 3.710478187110143912e-03 1.154890886006420397e-02
6.000000000000000000e+00 1.000000000000000000e+00 1.666666666669829600e-01 3.475092791279720678e-02 3.475092791279720678e-02 1.799999999999662093e+00 2.777777777780211788e-02 1.000000000000158817e-01 8.500660929135019916e-01 -2.987267354604240810e-02 4.979627222042181667e-01 5.134500212736363700e-01 3.401898237907907685e+00 4.566438507445304447e-03 1.000000000000000000e+04 8.606173914557568513e-04 8.719156518453470301e-04 6.624544584415537453e-04 8.707180148091536124e-05 3.698728252190297376e-03 1.127193096677732431e-02
6.000000000000000000e+00 1.000000000000000000e+00 1.666666666669829600e-01 3.475092791279720678e-02 3.475092791279720678e-02 1.850000000000061151e+00 2.777777777780211788e-02 1.000000000000158817e-01 8.498788241875763205e-01 -3.232026584615357162e-02 4.973582050930880349e-01 5.036810438607859375e-01 3.374449110427901743e+00 4.505709420174233183e-03 1.000000000000000000e+04 8.730818327351524792e-04 9.076149527801711126e-04 6.653151425328858665e-04 8.660164555476316237e-05 3.807554755730809416e-03 1.166614810231465793e-02
6.000000000000000000e+00 1.000000000000000000e+00 1.666666666669829600e-01 3.475092791279720678e-02 3.475092791279720678e-02 1.899999999999978817e+00 2.777777777780211788e-02 1.000000000000158817e-01 8.495993047648949803e-01 -3.477980359457730208e-02 4.967837387386439540e-01 4.941865457657024230e-01 3.350950760186327315e+00 4.644119876832922614e-03 1.000000000000000000e+04 8.793828975680519511e-04 9.380902267847938914e-04 6.601422081769626029e-04 8.699781481986681921e-05 3.791185543528953917e-03 1.138699132388682096e-02
6.000000000000000000e+00 1.000000000000000000e+00 1.666666666669829600e-01 3.475092791279720678e-02 3.475092791279720678e-02 1.950000000000367884e+00 2.777777777780211788e-02 1.000000000000158817e-01 8.492930372406223283e-01 -3.727827965324593401e-02 4.961670705505242807e-01 4.851843458109931784e-01 3.329168638614540487e+00 4.613205978849795053e-03 1.000000000000000000e+04 8.930100952779081386e-04 9.772464708265040604e-04 6.618841683067642036e-04 8.572511281792951493e-05 3.889744737261542715e-03 1.169508722984798077e-02
6.000000000000000000e+00 1.000000000000000000e+00 1.666666666669829600e-01 3.475092791279720678e-02 3.475092791279720678e-02 2.000000000000000000e+00 2.777777777780211788e-02 1.000000000000158817e-01 8.489714586999682622e-01 -3.991519131568969925e-02 4.955305426758398468e-01 4.760820437420533180e-01 3.306683340838064922e+00 4.772506343915178598e-03 1.000000000000000000e+04 8.997381599311781884e-04 1.007784196202212096e-03 6.564592198743738867e-04 8.633032411446368360e-05 3.867658392047784374e-03 1.142036513432724380e-02
6.000000000000000000e+00 1.000000000000000000e+00 1.666666666669829600e-01 3.475092791279720678e-02 3.475092791279720678e-02 2.049999999999614797e+00 2.777777777780211788e-02 1.000000000000158817e-01 8.486308060815599408e-01 -4.263191371223212789e-02 4.948133069975477194e-01 4.679132088262384914e-01 3.285391870739216458e+00 4.750156804648486900e-03 1.000000000000000000e+04 9.144808790399852920e-04 1.047426579076032958e-03 6.585091006634138499e-04 8.552201556347945900e-05 3.964274177947152943e-03 1.178528914387821404e-02
6.000000000000000000e+00 1.000000000000000000e+00 1.666666666669829600e-01 3.475092791279720678e-02 3.475092791279720678e-02 2.099999999999880185e+00 2.777777777780211788e-02 1.000000000000158817e-01 8.482639295525908896e-01 -4.543220079688454344e-02 4.941166877193816642e-01 4.592479806503840245e-01 3.263755313115503487e+00 4.928495866614409325e-03 1.000000000000000000e+04 9.216462342991181165e-04 1.078008102356251170e-03 6.529190969731320671e-04 8.634404159879532990e-05 3.937141123166690293e-03 1.151659701010825446e-02
6.000000000000000000e+00 1.000000000000000000e+00 1.666666666669829600e-01 3.475092791279720678e-02 3.475092791279720678e-02 2.150000000000150457e+00 2.777777777780211788e-02 1.000000000000158817e-01 8.479104553650331777e-01 -4.844202146225905226e-02 4.933615513605290048e-01 4.507706751961891301e-01 3.240031548511505211e+00 4.939918127463993093e-03 1.000000000000000000e+04 9.325380526307244398e-04 1.117270861578627738e-03 6.510838254557559405e-04 8.627141187478757300e-05 4.027872798826098201e-03 1.185243610765299334e-02
6.000000000000000000e+00 1.000000000000000000e+00 1.666666666669829600e-01 3.475092791279720678e-02 3.475092791279720678e-02 2.200000000000408740e+00 2.777777777780211788e-02 1.000000000000158817e-01 8.474944944445185202e-01 -5.140140596369794507e-02 4.926085690717010857e-01 4.425748202707746048e-01 3.219104409187977467e+00 5.136859529794818822e-03 1.000000000000000000e+04 9.401404425025969638e-04 1.147709168123987183e-03 6.454200007628260651e-04 8.734280960479774464e-05 3.995479901277256517e-03 1.158929447742448188e-02
6.000000000000000000e+00 1.000000000000000000e+00 1.666666666669829600e-01 3.475092791279720678e-02 3.475092791279720678e-02 2.250000000000000000e+00 2.777777777780211788e-02 1.000000000000158817e-01 8.470877338905442588e-01 -5.429840701904324607e-02 4.918481516332987025e-01 4.358531611352315926e-01 3.198561804098908112e+00 5.167866881483951062e-03 1.000000000000000000e+04 9.518172940894383330e-04 1.182991526163901068e-03 6.474712024759400348e-04 8.871194403869716151e-05 4.072645983481278792e-03 1.191922870527626493e-02
6.000000000000000000e+00 1.000000000000000000e+00 1.666666666669829600e-01 3.475092791279720678e-02 3.475092791279720678e-02 2.299999999999577049e+00 2.777777777780211788e-02 1.000000000000158817e-01 8.466224073971224673e-01 -5.739176991399917022e-02 4.910484030092946983e-01 4.281581155595633459e-01 3.178168237470478275e+00 5.381808034234564914e-03 1.000000000000000000e+04 9.597931215213319689e-04 1.212995370109604988e-03 6.420072091797483869e-04 8.998948304234473871e-05 4.035095413503462201e-03 1.166348506361164494e-02
6.000000000000000000e+00 1.000000000000000000e+00 1.666666666669829600e-01 3.475092791279720678e-02 3.475092791279720678e-02 2.349999999999738520e+00 2.777777777780211788e-02 1.000000000000158817e-01 8.462447807969317726e-01 -6.072524343320871709e-02 4.900590558664361107e-01 4.196638474947649300e-01 3.157930918785690988e+00 5.401681922196727159e-03 1.000000000000000000e+04 9.713769843497782608e-04 1.252697404450452395e-03 6.399731060001841686e-04 9.019947236100417430e-05 4.128180565812056453e-03 1.196494835928623747e-02
6.000000000000000000e+00 1.000000000000000000e+00 1.666666666669829600e-01 3.475092791279720678e-02 3.475092791279720678e-02 2.400000000000286793e+00 2.777777777780211788e-02 1.000000000000158817e-01 8.457252822076835042e-01 -6.396521080085813826e-02 4.892088514648942899e-01 4.124674943766195589e-01 3.138481540708067730e+00 5.630945484401416595e-03 1.000000000000000000e+04 9.797712896394820438e-04 1.282436973008766086e-03 6.345905077764456542e-04 9.170896852158065408e-05 4.086269726470526109e-03 1.172014751767841423e-02
6.000000000000000000e+00 1.000000000000000000e+00 1.666666666669829600e-01 3.475092791279720678e-02 3.475092791279720678e-02 2.450000000000441158e+00 2.777777777780211788e-02 1.000000000000158817e-01 8.449570740975261840e-01 -6.715260465780864552e-02 4.884593162207068184e-01 4.067580306684571712e-01 3.126610531651100811e+00 5.654327293811240752e-03 1.000000000000000000e+04 9.999115986840615561e-04 1.325233547673597976e-03 6.387021862200592277e-04 9.133051429044917048e-05 4.178731778574514520e-03 1.202034845588595413e-02
6.000000000000000000e+00 1.000000000000000000e+00 1.666666666669829600e-01 3.475092791279720678e-02 3.475092791279720678e-02 2.500000000000000000e+00 2.777777777780211788e-02 1.000000000000158817e-01 8.443835409323688923e-01 -7.050510591461364718e-02 4.875648855420677275e-01 4.000656090159393496e-01 3.107475130612519454e+00 5.895512064925919997e-03 1.000000000000000000e+04 1.008755038347339044e-03 1.354597036503369691e-03 6.334808071151419324e-04 9.301320463348191107e-05 4.132618295184934017e-03 1.179042595339171301e-02
6.000000000000000000e+00 1.000000000000000000e+00 1.666666666669829600e-01 3.475092791279720678e-02 3.475092791279720678e-02 2.549999999999547295e+00 2.777777777780211788e-02 1.000000000000158817e-01 8.435949249362294511e-01 -7.404839850354517916e-02 4.868388252126025773e-01 3.927579032183366459e-01 3.087380357034795964e+00 5.936871537859057454e-03 1.000000000000000000e+04 1.025734119086032202e-03 1.392299093132987053e-03 6.384182185606864478e-04 9.337666549633416905e-05 4.209990080817328784e-03 1.210332513080132795e-02
6.000000000000000000e+00 1.000000000000000000e+00 1.666666666669829600e-01 3.475092791279720678e-02 3.475092791279720678e-02 2.599999999999623501e+00 2.777777777780211788e-02 1.000000000000158817e-01 8.429634252114439619e-01 -7.752026738506798131e-02 4.859083023733875017e-01 3.865445253744598242e-01 3.068672615766391054e+00 6.189398964807185134e-03 1.000000000000000000e+04 1.034976036258326805e-03 1.421081210266710547e-03 6.336099546327529858e-04 9.517614582628461243e-05 4.159709589506011863e-03 1.188078498399156371e-02
6.000000000000000000e+00 1.000000000000000000e+00 1.666666666669829600e-01 3.475092791279720678e-02 3.475092791279720678e-02 2.650000000000396927e+00 2.777777777780211788e-02 1.000000000000158817e-01 8.422168633491532441e-01 -8.130014765490035933e-02 4.850767716926067674e-01 3.787526508679936454e-01 3.046189398489705713e+00 6.249968890919391055e-03 1.000000000000000000e+04 1.045817911767040658e-03 1.458957861332487197e-03 6.357927282082992577e-04 9.627227812840647087e-05 4.240015237396428660e-03 1.218270714308019101e-02
